id	text	category	cleaned_text
MA_YT902	@USER muri Andi spotted....ðŸ˜›ðŸ˜›ðŸ˜›ðŸ˜›	OFF	user muri andi spotted.ðÿ˜›ðÿ˜›ðÿ˜›ðÿ˜›
MA_YT903	@USER p.t k.... Antham kammi....	OFF	user p.t k. antham kammi.
MA_YT904	@USER Escobar poda antham kammi......ðŸ˜›ðŸ˜›ðŸ˜›ðŸ˜›ðŸ˜›	OFF	user escobar poda antham kammi.ðÿ˜›ðÿ˜›ðÿ˜›ðÿ˜›ðÿ˜›
MA_YT905	@USER richu ninte thanthayodu parayeda pannikkundaya thayoli...	OFF	user richu ninte thanthayodu parayeda pannikkundaya thayoli.
MA_YT906	@USER Escobar poda thayoli....	OFF	user escobar poda thayoli.
MA_YT907	@USER richu ninte thanthayodu parayeda thayoli....	OFF	user richu ninte thanthayodu parayeda thayoli.
MA_YT908	@USER K aanenkil entha. Chaanakam allallo . Ath mathi	OFF	user k aanenkil entha. chaanakam allallo . ath mathi
MA_YT909	@USER K sudapURL Thantha ..poori moonee....	OFF	user k sudapurl thantha .poori moonee.
MA_YT910	@USER Tp poda pannikkundaya muriyandi....	OFF	user tp poda pannikkundaya muriyandi.
MA_YT911	@USER Escobar poda naayinte mone...	OFF	user escobar poda naayinte mone.
MA_YT912	@USER Escobar poda pannikkundaya poo mone....	OFF	user escobar poda pannikkundaya poo mone.
MA_YT913	@USER K Ninte achan aada pannikkundaayath pelaadee	OFF	user k ninte achan aada pannikkundaayath pelaadee
MA_YT914	@USER World poda panni theettamee.... Bla bla bla...	OFF	user world poda panni theettamee. bla bla bla.
MA_YT915	@USER K Eat Chaanakam 3 times in a day and drink Gomoothram then you will not get Corona. Paathram edukku, muttathirangi kottu. Kott kettu Corona oodum.  Balconyil kayaru prakasham kathikku prakasham kathichal Corona oodum.  Next ???. Vivaramillaymak	OFF	user k eat chaanakam 3 times in a day and drink gomoothram then you will not get corona. paathram edukku, muttathirangi kottu. kott kettu corona oodum.  balconyil kayaru prakasham kathikku prakasham kathichal corona oodum.  next ???. vivaramillaymak
MA_YT916	@USER K Onnum njaneduthillenkil ellam ninte kayyil ellam thangumo?. Ente samskaaram enthayalum ninne polalla. Vivaramillaymayil mungiya Partyalle. Athile vivaramillatha oral. Athrellu	OFF	user k onnum njaneduthillenkil ellam ninte kayyil ellam thangumo?. ente samskaaram enthayalum ninne polalla. vivaramillaymayil mungiya partyalle. athile vivaramillatha oral. athrellu
MA_YT917	Chanaka sanghi theetangal	OFF	chanaka sanghi theetangal
MA_YT918	@USER Vishnu nee poda chaanaka sanghi	OFF	user vishnu nee poda chaanaka sanghi
MA_YT919	@USER Vishnu Oru Chanaka Sangiyude Rodanam.	OFF	user vishnu oru chanaka sangiyude rodanam.
MA_YT920	Sangadam varumbo edaak aduth kanum ...ithil kooduthal chirikan patia aeth cmdy padam und ðŸ˜‚	NOT	sangadam varumbo edaak aduth kanum .ithil kooduthal chirikan patia aeth cmdy padam und ðÿ˜‚
MA_YT921	Thookkukayar kittoola thekkedathamma award kittyeneðŸ¤£	NOT	thookkukayar kittoola thekkedathamma award kittyeneðÿ¤£
MA_YT922	Ivde pediURL thukukayarilla pne ano konnitt	NOT	ivde pediurl thukukayarilla pne ano konnitt
MA_YT923	Athaan sangi philosophyðŸ˜‚ðŸ˜…ðŸ¤£	NOT	athaan sangi philosophyðÿ˜‚ðÿ˜…ðÿ¤£
MA_YT924	Anganullavarkee ithil membership kittuuu...ðŸ˜‚	NOT	anganullavarkee ithil membership kittuuu.ðÿ˜‚
MA_YT925	@USER rajesh ejjathi kuru aan theettame ij pottiknath,pandaaram	OFF	user rajesh ejjathi kuru aan theettame ij pottiknath,pandaaram
MA_YT926	Corona quarantinil irunnu kandu chrikkuvaaðŸ¤£ðŸ¤£ðŸ¤£	NOT	corona quarantinil irunnu kandu chrikkuvaaðÿ¤£ðÿ¤£ðÿ¤£
MA_YT927	Ene urumb kadichila....pattticheðŸ˜‚ðŸ˜‚ðŸ˜‚ðŸ˜‚	NOT	ene urumb kadichila.pattticheðÿ˜‚ðÿ˜‚ðÿ˜‚ðÿ˜‚
MA_YT928	Athra kruramaya shikshanadapadikal venamoo	NOT	athra kruramaya shikshanadapadikal venamoo
MA_YT929	Shahir Shanu Ullathil avasanatha peesaðŸ˜†ðŸ˜‡ðŸ˜‡ðŸ˜ƒðŸ˜‚	NOT	shahir shanu ullathil avasanatha peesaðÿ˜†ðÿ˜‡ðÿ˜‡ðÿ˜ƒðÿ˜‚
MA_YT930	Shahir Shanu undenkil ee thallane konhukalayille	OFF	shahir shanu undenkil ee thallane konhukalayille
MA_YT931	@USER K ninte thantha anoda thayollli	OFF	user k ninte thantha anoda thayollli
MA_YT932	@USER Sha moori thayoli	OFF	user sha moori thayoli
MA_YT933	Budhi ellathadh kondalle BJByil poi cherunadh	OFF	budhi ellathadh kondalle bjbyil poi cherunadh
MA_YT934	shabeer salam Ente ponnaliya venda, baki kanalle, chirich chavum	NOT	shabeer salam ente ponnaliya venda, baki kanalle, chirich chavum
MA_YT935	@USER K Alla international aane nthe valla kuyapamindo..nthyalum sangikala pole vivaradoshikal AllaðŸ˜‚ðŸ˜‚ðŸ˜‚	OFF	user k alla international aane nthe valla kuyapamindo.nthyalum sangikala pole vivaradoshikal allaðÿ˜‚ðÿ˜‚ðÿ˜‚
MA_YT936	Jayadevan K alla vivaravum budhyum ellatta chettakal aya rrs bjp ye ethonnum kandittum ninakku onnum manasilayilleda viddi	OFF	jayadevan k alla vivaravum budhyum ellatta chettakal aya rrs bjp ye ethonnum kandittum ninakku onnum manasilayilleda viddi
MA_YT937	Ithinu shesham shobhaye kandittilla	NOT	ithinu shesham shobhaye kandittilla
MA_YT938	Seriya. Samsaram kekumbozhe ariyam.. engane sahikkunnu e muthaline.. ðŸ˜ ðŸ˜ ðŸ˜ 	NOT	seriya. samsaram kekumbozhe ariyam. engane sahikkunnu e muthaline. ðÿ˜ ðÿ˜ ðÿ˜
MA_YT939	Ethineyoke thoori itta thaayirikkum	OFF	ethineyoke thoori itta thaayirikkum
MA_YT940	Lok Sabha yude perru mattende samayam aayi- LOL Sabha ennu perru idanam. As long as Bjp leaders are there it's worth nothing more.	OFF	lok sabha yude perru mattende samayam aayi lol sabha ennu perru idanam. as long as bjp leaders are there it's worth nothing more.
MA_YT941	Actually enthanu modi paranjathinte ardham ..evideyanu shobhayku thettiyathu plz ..onnu paranjutharamo Hindi enikkariyilla	NOT	actually enthanu modi paranjathinte ardham .evideyanu shobhayku thettiyathu plz .onnu paranjutharamo hindi enikkariyilla
MA_YT942	Eee shaheedh shobayaðŸ˜‚ðŸ˜ƒðŸ˜€comadi ulsavathil athum vara share chayoooooooðŸ˜¤ðŸ˜¤ðŸ˜¤ðŸ˜›ðŸ˜ðŸ˜€ðŸ˜€ðŸ˜‚	OFF	eee shaheedh shobayaðÿ˜‚ðÿ˜ƒðÿ˜€comadi ulsavathil athum vara share chayoooooooðÿ˜¤ðÿ˜¤ðÿ˜¤ðÿ˜›ðÿ˜ðÿ˜€ðÿ˜€ðÿ˜‚
MA_YT943	Enikku iii penURL makkale orthu sahathapam thonnukayanu.. Avarude Oru avastha ðŸ˜€ðŸ˜€ðŸ˜€	OFF	enikku iii penurl makkale orthu sahathapam thonnukayanu. avarude oru avastha ðÿ˜€ðÿ˜€ðÿ˜€
MA_YT944	ivale okke news hour ll kond iruthunnath....???? kastam chaanakaggal....	OFF	ivale okke news hour ll kond iruthunnath.???? kastam chaanakaggal.
MA_YT945	Eee polayaadi mole chaaanakamaano thinnunnath. Oola vivaramillatha Patti.. evalokke edivetti chaavanam	OFF	eee polayaadi mole chaaanakamaano thinnunnath. oola vivaramillatha patti. evalokke edivetti chaavanam
MA_YT946	verutheyalla ivareyokke chanaka sangikal ennu vilikkunnathu orennathinu vithyabhyasamilla	OFF	verutheyalla ivareyokke chanaka sangikal ennu vilikkunnathu orennathinu vithyabhyasamilla
MA_YT947	ivalude vaayil pannipadakkam vachu pottikanam...entummo ingane undo sthreekal...ivalude bharathavinu skhemasheelanulla award koduthu atharikkanam...ðŸ˜£ðŸ˜£ðŸ˜¥	OFF	ivalude vaayil pannipadakkam vachu pottikanam.entummo ingane undo sthreekal.ivalude bharathavinu skhemasheelanulla award koduthu atharikkanam.ðÿ˜£ðÿ˜£ðÿ˜¥
MA_YT948	kallavum. Chatiyum. Kollayum. Kolapatagagalum. Balalsagavum. atanu Rastra. Samgara. Saktikal.	OFF	kallavum. chatiyum. kollayum. kolapatagagalum. balalsagavum. atanu rastra. samgara. saktikal.
MA_YT949	Eeee chanka sanghikalude oru kariymðŸ¤£ðŸ¤£ðŸ¤£	OFF	eeee chanka sanghikalude oru kariymðÿ¤£ðÿ¤£ðÿ¤£
MA_YT950	Avark Ake Ariyavunnath Pashu Moothram kudikkunnadh Shani Ari Ahaaram kazhikkunnavalanu	OFF	avark ake ariyavunnath pashu moothram kudikkunnadh shani ari ahaaram kazhikkunnavalanu
MA_YT951	Powlch muthe powlch oru rakshayum illa namichu	NOT	powlch muthe powlch oru rakshayum illa namichu
MA_YT952	devi prasad enikum hindi ariyilla enne thooki kolluvo??	NOT	devi prasad enikum hindi ariyilla enne thooki kolluvo??
MA_YT953	IVALEYOKKE ENTHINU IVIDE VILICHIRUTHUNNUðŸ˜†ðŸ˜†ðŸ˜†ðŸ˜†KASHTAM ORORO DURANTHANGAL	OFF	ivaleyokke enthinu ivide vilichiruthunnuðÿ˜†ðÿ˜†ðÿ˜†ðÿ˜†kashtam ororo duranthangal
MA_YT954	shani chechi....venkidesh sir....shoba chechi hindi ariyathavarku elladivasavum 4 mani muthal 5 manivare tution edukunundenna kette onnu chellanam ktoðŸ˜...ithu cheriya kaliyalla.immani valiya kaliyaðŸ˜‚	OFF	shani chechi.venkidesh sir.shoba chechi hindi ariyathavarku elladivasavum 4 mani muthal 5 manivare tution edukunundenna kette onnu chellanam ktoðÿ˜.ithu cheriya kaliyalla.immani valiya kaliyaðÿ˜‚
MA_YT955	Go mootram kudich chanagam tinnaal ingane undavum shobe budhi Enda alle..... ariyillengil mindade irnoode	OFF	go mootram kudich chanagam tinnaal ingane undavum shobe budhi enda alle. ariyillengil mindade irnoode
MA_YT956	Idhine okey thalli kollenda samayam kayinju	OFF	idhine okey thalli kollenda samayam kayinju
MA_YT957	adyam evale odikku shahid ennu paranjal polum ariyilla vivaram kettaval ennichu podi polayadi shofe.	OFF	adyam evale odikku shahid ennu paranjal polum ariyilla vivaram kettaval ennichu podi polayadi shofe.
MA_YT958	Endonnede ithokke...,evidunna ithineyokke azhichuvittekkunnathu??????	OFF	endonnede ithokke.,evidunna ithineyokke azhichuvittekkunnathu??????
MA_YT959	Shahid Afridi Afridi...hi hi ambooo...boom boom ..sobechi hibdiyil tinnm toorum...	OFF	shahid afridi afridi.hi hi ambooo.boom boom .sobechi hibdiyil tinnm toorum.
MA_YT960	Vivaram ketta poori sobha,,,, ivale kanunnille oru vellidiyum,,, ethrayo thengil idi veezhunnu,,, oru idi ivalde thalayil veenenkil palliyil oru 10 mezhukuthiri kathikamayirunnu,,, ho	OFF	vivaram ketta poori sobha,,,, ivale kanunnille oru vellidiyum,,, ethrayo thengil idi veezhunnu,,, oru idi ivalde thalayil veenenkil palliyil oru 10 mezhukuthiri kathikamayirunnu,,, ho
MA_YT961	Rashtreeya nadagangal.....finally janangale pattikkan ellarum orukai orumey anu	NOT	rashtreeya nadagangal.finally janangale pattikkan ellarum orukai orumey anu
MA_YT962	vidyabyasamulla aarumilleda nammude partiyil...	NOT	vidyabyasamulla aarumilleda nammude partiyil.
MA_YT963	ororo pattitheettangal ðŸ˜‚ðŸ˜‚ðŸ˜‚ðŸ˜‚	OFF	ororo pattitheettangal ðÿ˜‚ðÿ˜‚ðÿ˜‚ðÿ˜‚
MA_YT964	Oru paavam sankhiniyude kadhanakadhaðŸ˜‚	OFF	oru paavam sankhiniyude kadhanakadhaðÿ˜‚
MA_YT965	Vedi shaniyo ðŸ˜‚ðŸ˜‚ðŸ˜‚, manoramakk Shani oru polisana but kammikalum idakk Keri onnu thattunnund	OFF	vedi shaniyo ðÿ˜‚ðÿ˜‚ðÿ˜‚, manoramakk shani oru polisana but kammikalum idakk keri onnu thattunnund
MA_YT966	Ee punnupullede vayile valla pazhavum vachukodukkan arenkilum undo	OFF	ee punnupullede vayile valla pazhavum vachukodukkan arenkilum undo
MA_YT967	hello sanghigale negalk nanam ele dislike kastam ind etto negalk apola bhudhi veruva	OFF	hello sanghigale negalk nanam ele dislike kastam ind etto negalk apola bhudhi veruva
MA_YT968	Nta ponno ...chanaka mori sangini moonchi...bhagathsingan ðŸ˜‚ðŸ˜‚ðŸ˜‚	OFF	nta ponno .chanaka mori sangini moonchi.bhagathsingan ðÿ˜‚ðÿ˜‚ðÿ˜‚
MA_YT969	Corona vannatu veetil erikunavr ethu kandu boradi maattam	NOT	corona vannatu veetil erikunavr ethu kandu boradi maattam
MA_YT970	Chakka ennu chothikkumbol chukke....	NOT	chakka ennu chothikkumbol chukke.
MA_YT971	Ee URL poi chathude modi paranjade vere eval paranjad vere karyam bahad Singh jailil kidannappol aarengilum kaanan poyo enne modi choidichade eval parayanad marichapol kaanan pooyo enne eee saadanathine naanam Elle Hindi arinjitte charchake vannal madi enne ee paranja pullike Hindi PhD indallo ooh edine okke sammadikkanam ende maangha tholiyum vilich parayun naanam elland ariyaatha kaaryam koya koyane parayan ariyam	OFF	ee url poi chathude modi paranjade vere eval paranjad vere karyam bahad singh jailil kidannappol aarengilum kaanan poyo enne modi choidichade eval parayanad marichapol kaanan pooyo enne eee saadanathine naanam elle hindi arinjitte charchake vannal madi enne ee paranja pullike hindi phd indallo ooh edine okke sammadikkanam ende maangha tholiyum vilich parayun naanam elland ariyaatha kaaryam koya koyane parayan ariyam
MA_YT972	EE chanakathe arada charkachak viliche bhakhath sighan.... ðŸ¤£ðŸ¤£ðŸ¤£	OFF	ee chanakathe arada charkachak viliche bhakhath sighan. ðÿ¤£ðÿ¤£ðÿ¤£
MA_YT973	Aadhyam evalude powratham cut chaith evale naadu kadathanam. Allenkil keralakkaarkku naanakkedaanu. HASH shopha keee jay $	OFF	aadhyam evalude powratham cut chaith evale naadu kadathanam. allenkil keralakkaarkku naanakkedaanu. hash shopha keee jay 
MA_YT974	Balamangalam, Poompata okke niruthiya gap Ivar fill cheythu	NOT	balamangalam, poompata okke niruthiya gap ivar fill cheythu
MA_YT975	Dhuranthanghal Ellam Oru kudakkeezhilðŸ˜‚ðŸ˜‚	NOT	dhuranthanghal ellam oru kudakkeezhilðÿ˜‚ðÿ˜‚
MA_YT976	Oru punnakkum ariyathai vaykku varunnathu kothakku pattu ennapolai vahh thurannu thoorunna sobhayeURL arvanichikalai thrandi valinadichu nadukadathanam poooorimole oru myrum ariyallathanam enna diyloginu ottom kuravilllaaa	OFF	oru punnakkum ariyathai vaykku varunnathu kothakku pattu ennapolai vahh thurannu thoorunna sobhayeurl arvanichikalai thrandi valinadichu nadukadathanam poooorimole oru myrum ariyallathanam enna diyloginu ottom kuravilllaaa
MA_YT977	Ee mothalilne oru naanavum manavumille. Bhudhimathiyanne swayam ahangarikkunna sangii...	OFF	ee mothalilne oru naanavum manavumille. bhudhimathiyanne swayam ahangarikkunna sangii.
MA_YT978	Cheriya kaliyallaâ˜ºprabudharaaya janamðŸ˜¢ðŸ˜¢	NOT	cheriya kaliyallaâ˜ºprabudharaaya janamðÿ˜¢ðÿ˜¢
MA_YT979	Vivaram ellathork mathramulla party ano eee chanaka sangi party	OFF	vivaram ellathork mathramulla party ano eee chanaka sangi party
MA_YT980	Ethilipom arayan serikum vellam kudiURL â˜ºðŸ˜‚	NOT	ethilipom arayan serikum vellam kudiurl â˜ºðÿ˜‚
MA_YT981	ðŸ˜‚ðŸ˜‚ðŸ˜‚ðŸ˜‚ðŸ˜‚ðŸ˜‚ðŸ¤£ðŸ¤£ðŸ¤£ðŸ¤£ðŸ¤£ðŸ¤£ðŸ¤£ðŸ¤£ðŸ¤£ðŸ¤£ðŸ¤£ðŸ¤£ðŸ¤£ðŸ¤£ðŸ¤£ðŸ¤£ðŸ¤£ðŸ¤£Entoru avastha.... Indiayil virus tudakkamitta Modiyilude undaya kerala virus	OFF	ðÿ˜‚ðÿ˜‚ðÿ˜‚ðÿ˜‚ðÿ˜‚ðÿ˜‚ðÿ¤£ðÿ¤£ðÿ¤£ðÿ¤£ðÿ¤£ðÿ¤£ðÿ¤£ðÿ¤£ðÿ¤£ðÿ¤£ðÿ¤£ðÿ¤£ðÿ¤£ðÿ¤£ðÿ¤£ðÿ¤£ðÿ¤£ðÿ¤£entoru avastha. indiayil virus tudakkamitta modiyilude undaya kerala virus
MA_YT982	Kuttikala ningal padichu bore adikkumpol,vishamam undavumpol, sankadam varumpol ethonne aduthe kanuka	NOT	kuttikala ningal padichu bore adikkumpol,vishamam undavumpol, sankadam varumpol ethonne aduthe kanuka
MA_YT983	Artham ninte husbentinte andi ennanu shobhe	OFF	artham ninte husbentinte andi ennanu shobhe
MA_YT984	Amittinte kunna moonjji mooonji kurach Hindi padich kaanum chanam thoooorrrri shoba	OFF	amittinte kunna moonjji mooonji kurach hindi padich kaanum chanam thoooorrrri shoba
MA_YT985	Schoolil pokaathe shakayil.poyi tomoto.juice kudikkunnavarod enth parayaan	OFF	schoolil pokaathe shakayil.poyi tomoto.juice kudikkunnavarod enth parayaan
MA_YT986	Nee polik muthe Vallavan marum vallathum paryum njanum ente URL katta support	NOT	nee polik muthe vallavan marum vallathum paryum njanum ente url katta support
MA_YT987	Corona onumalla..athukkum mele Onne poda VerupURL Poi chavada	OFF	corona onumalla.athukkum mele onne poda verupurl poi chavada
MA_YT988	Flatformine patti paranjal aarum sed aayi pokum ..!! :( patti show vada	NOT	flatformine patti paranjal aarum sed aayi pokum .!!  patti show vada
MA_YT989	PodaÂ PattiÂ kunna thayoli	OFF	podaâ pattiâ kunna thayoli
MA_YT990	@USER Malikkan mukkal allallo muzhuvnum undallo	NOT	user malikkan mukkal allallo muzhuvnum undallo
MA_YT991	Madrekku Aa thirumondha kandal annathe divasam pokka ðŸ˜†ðŸ˜†	OFF	madrekku aa thirumondha kandal annathe divasam pokka ðÿ˜†ðÿ˜†
MA_YT992	Ninde achane odikada myre. chinakaar njangade ammaavante makalaanallo. Njangal indiakaar thanne aanu para chettte	OFF	ninde achane odikada myre. chinakaar njangade ammaavante makalaanallo. njangal indiakaar thanne aanu para chettte
MA_YT993	Simham eppozhum ottacku. Koottam elikalutethum. .. Athaanu Shaajan skariaye vyathyasthanaakkunnathu.. Profound personality.. Keep it up.. God bless you always	NOT	simham eppozhum ottacku. koottam elikalutethum. . athaanu shaajan skariaye vyathyasthanaakkunnathu. profound personality. keep it up. god bless you always
MA_YT994	kanikkaruth please, enikk depression varunnu.	NOT	kanikkaruth please, enikk depression varunnu.
MA_YT995	@USER Malikkan chumma parayaruthu vijayan hajiyodu ningalku snehamaanu	OFF	user malikkan chumma parayaruthu vijayan hajiyodu ningalku snehamaanu
MA_YT996	Maama madhyamangal vaarthakal palathum mukkukayanu. Sajane poleyulla chila nalla maadhyama pravarthakar mukkiya vaarthakal pokki eduthu janangale ariyickunnu ennathu aaswasam tharunna karyamanennu parayathe vayya. Covid-19 vannappol chila prathana vaarthakal pathrathil kandilla. Athangu nirthi. Ippol vaayichu theerkkan samayam thikayathatra news online labyam. Sukham, swastham...vyajan vannalum allenkilum manassilaakkan pattunnu.	NOT	maama madhyamangal vaarthakal palathum mukkukayanu. sajane poleyulla chila nalla maadhyama pravarthakar mukkiya vaarthakal pokki eduthu janangale ariyickunnu ennathu aaswasam tharunna karyamanennu parayathe vayya. covid19 vannappol chila prathana vaarthakal pathrathil kandilla. athangu nirthi. ippol vaayichu theerkkan samayam thikayathatra news online labyam. sukham, swastham.vyajan vannalum allenkilum manassilaakkan pattunnu.
MA_YT997	Ithanu original changile china anubavikku malayalikale borderil china kerikalikkan varumbol nammude badanmar veeramruthu aavunbol vayil pazham thallikondu nadakkunna commikal enthu chetta partyanu athu iniyum ningal malayalikal unarnnillangil ningal katta pokayanu	OFF	ithanu original changile china anubavikku malayalikale borderil china kerikalikkan varumbol nammude badanmar veeramruthu aavunbol vayil pazham thallikondu nadakkunna commikal enthu chetta partyanu athu iniyum ningal malayalikal unarnnillangil ningal katta pokayanu
MA_YT998	@USER Malikkan kando ithanu sneham nannayi vijayan haji kkunalla support pennukoduthathinte sneham	OFF	user malikkan kando ithanu sneham nannayi vijayan haji kkunalla support pennukoduthathinte sneham
MA_YT999	Endhu kodathi, ellam kachavada kendram.	NOT	endhu kodathi, ellam kachavada kendram.
MA_YT1000	Well presented Marunadan Brother. Dhairyamayi munnottu pokuka. Sathyam paranju konteyirikkuka.	NOT	well presented marunadan brother. dhairyamayi munnottu pokuka. sathyam paranju konteyirikkuka.
MA_YT1001	6 mani aayal enik vattakum. Ella news channelilum undakum thallu vijayan. Ithinoru avasanam enna?	OFF	6 mani aayal enik vattakum. ella news channelilum undakum thallu vijayan. ithinoru avasanam enna?
